index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,
1046621,3/9/2020 23:34,3.52804E+15,fraud_Bednar Group,9,882.02,Traci,Bridges,F,00378 Sarah Burgs Suite 106,Winnsboro,SC,29180,34.381,-81.109,14267,Solicitor,3/8/1963,fd09d1ec91b46c9150883faa5e85b51b,1362872059,34.447931,-81.993885,1,0.385265368
641313,9/29/2019 22:41,3.50238E+15,"fraud_Schultz, Simonis and Little",5,290.9,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",11/30/1948,2a3ffbdd71ef7b91c72a4ca5ec5b823d,1348958468,31.412084,-95.591435,1,0.468435351
193717,4/9/2019 22:52,3.51961E+15,fraud_Kerluke PLC,9,910.76,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",5/6/2029,ad4e5839daa85153ba7e8d2c859ecf59,1334011933,41.45075,-124.560402,1,0.6444884
2080,1/1/2019 21:14,6.76E+11,fraud_Bernier and Sons,8,97.56,Jacqueline,Caldwell,F,54220 April Union Suite 403,Riverview,MI,48193,42.1782,-83.2461,15623,Writer,11/2/1993,47f2d62051f885b9c6f0b3527591daa2,1325452448,41.99301,-84.073967,0,0.533052432
1171,1/1/2019 14:04,6.76E+11,fraud_Waelchi-Wolf,8,27.55,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,7/18/1987,9ab88b881826e359a6154a4eaa09f40e,1325426653,39.225113,-99.266616,0,0.861664759
3021,1/2/2019 15:03,3.05E+13,fraud_Pouros-Haag,13,3.87,Derrick,George,M,575 Chapman Union,Spring,TX,77379,30.0377,-95.5326,316665,"Education officer, museum",9/12/1990,0af76ffa8acb70b38aa4f7d9e3876e85,1325516594,30.965507,-95.708301,0,0.148501155
5559,1/4/2019 15:06,3.42E+14,fraud_Predovic Inc,12,966.11,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",11/9/1939,a59185fe1b9ccf21323f581d7477573f,1325689598,65.468863,-165.473127,1,0.911886204
1176,1/1/2019 14:06,4.102E+18,"fraud_Stanton, Jakubowski and Baumbach",12,5.73,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,6/13/1987,abe76f66012effc05ca398f2e85ca938,1325426791,32.156905,-97.237175,0,0.076025375
927484,1/3/2020 0:11,4.75604E+18,fraud_Koss and Sons,3,8.91,Francisco,Hernandez,M,980 Smith Gardens,Gainesville,TX,76240,33.6547,-97.1583,26120,"Engineer, manufacturing",1/6/1954,e96399fe211e80887fcea7131d56c3e9,1357171879,32.822166,-97.130378,1,0.731034363
1017276,2/23/2020 23:51,3.00E+13,fraud_Crona and Sons,8,18.01,Kevin,Summers,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,1/26/1975,113959065ad06a390a0835cf025ce109,1361663460,43.135913,-96.20581,1,0.77925178
5617,1/4/2019 15:51,3.54511E+15,fraud_Abbott-Steuber,11,52.33,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,3/5/1999,fa19a65fde1b5f52f621ccfda181ea33,1325692284,33.872134,-89.765509,0,0.630108385
59222,2/4/2019 18:38,4.45195E+15,fraud_Heathcote LLC,12,925.74,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,7/30/1980,eb2eb961f3c431509f7716225c8636fb,1328380710,34.513744,-101.758427,1,0.074289236
3057,1/2/2019 15:52,3.85E+13,fraud_Swift PLC,8,74.32,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,5/14/1989,c7d72a59e1e313f1c2f1c48b3f693e5a,1325519574,35.915497,-81.151773,0,0.308884688
4988,1/4/2019 4:55,2.23388E+15,"fraud_Stroman, Hudson and Erdman",3,88.48,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1/16/1960,8891d6cae3c197147b90cecd5a8ceb43,1325652956,34.157318,-88.739685,0,0.067997615
919675,12/30/2019 16:22,4.63E+12,fraud_Auer-West,12,1155.44,Brandy,Johnson,F,446 Daniel View Suite 663,Benton,TN,37307,35.173,-84.6544,4870,Dancer,4/15/1957,52bac140ca616d8b63767a899f0c3376,1356884571,34.573302,-84.241912,1,0.241116448
3945,1/3/2019 10:29,3.77E+14,"fraud_Schaefer, McGlynn and Bosco",3,46.3,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,2/14/1966,b9b421d01fa1743bea4967e5366d813d,1325586586,39.635842,-77.351944,0,0.800763783
534130,8/17/2019 22:10,5.02E+11,"fraud_Ferry, Lynch and Kautzer",9,903.22,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,9/20/1945,92c4e5d8c0b88b8b80dc314c943824df,1345241402,41.821107,-74.613082,1,0.361520237
5070,1/4/2019 6:46,3.5607E+15,"fraud_Robel, Cummerata and Prosacco",3,82,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,5/6/1955,9aaf1051cb018a8a1e15b0aab8934b75,1325659590,33.448773,-116.880843,0,0.017051771
2138,1/1/2019 21:40,4.24E+12,fraud_Morissette PLC,13,9.08,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",10/4/1991,316ee5ff215ce70be05eacf7e569e9f2,1325454037,38.678694,-76.322132,0,0.781747776
1000723,2/14/2020 23:02,4.65727E+15,"fraud_Langworth, Boehm and Gulgowski",12,906.95,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,9/7/1948,4b20bfd0e154bd8310417ba5c8d90089,1360882952,29.814528,-84.875356,1,0.863457027
2750,1/2/2019 9:21,4.04851E+15,fraud_Mraz-Herzog,3,58.19,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",5/7/1973,8ba3bcbf8ba4eb774511511ca893497d,1325496109,40.475261,-97.396916,0,0.622116408
229040,4/26/2019 0:52,6.76E+11,fraud_Koss and Sons,3,9.57,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,6/14/1960,9a0aff3234bd3505fe93ec81f6c39cb4,1335401562,26.43094,-80.7276,1,0.569687343
2104,1/1/2019 21:24,2.13E+14,fraud_Champlin-Casper,7,28.06,Willie,Jordan,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",8/8/1957,2382dfe6a8e4ad0fb2bd81529de50d21,1325453082,33.118285,-92.248786,0,0.836567749
280748,5/18/2019 22:57,3.51876E+15,"fraud_Mosciski, Ziemann and Farrell",12,881.95,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,11/24/1989,ae0517e27ee0f847d09826a77cf98a79,1337381840,37.662655,-109.146111,1,0.910788264
83820,2/18/2019 23:08,1.80E+14,fraud_Monahan-Morar,11,18.55,Christine,Shaffer,F,14017 Thomas Plaza,Loami,IL,62661,39.6704,-89.8588,1213,English as a foreign language teacher,4/22/1991,4d29002843fa5367e4c650779ed96f84,1329606482,40.075288,-89.132452,1,0.070197306
4886,1/4/2019 2:52,4.42349E+15,fraud_Volkman-Predovic,12,277.4,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,3/6/1957,2bba8c219dd9a6d75f09aae98302eda8,1325645539,40.905499,-89.396057,0,0.179850177
2811,1/2/2019 10:49,4.65101E+15,fraud_Marks Inc,3,64,Andrea,Lewis,F,43075 Cohen Shoals,Ashford,WA,98304,46.7531,-121.9898,759,Video editor,9/14/1956,030afb50b795e048b7c1dcdbaadfdeb9,1325501370,46.897445,-122.506291,0,0.345420029
4131,1/3/2019 13:54,4.58758E+15,fraud_Kilback Group,2,2.48,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,4/12/1976,596f8dab34a1ab342bbebea88ba02c37,1325598842,43.738885,-68.510014,0,0.242689633
75465,2/13/2019 23:54,3.52055E+15,"fraud_Schmeler, Bashirian and Price",12,1024.04,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,7/5/2001,a4699e23922ca7a2a8d78f003cbfb07f,1329177241,47.37106,-89.047686,1,0.949870358
318,1/1/2019 4:08,4.59E+12,fraud_Terry-Huel,12,9.52,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1/20/1953,771a63aaf5210acfbf5ac2403aad30af,1325390918,39.790646,-95.043146,0,0.609676424
243161,5/2/2019 1:37,4.35814E+18,fraud_Volkman-Predovic,12,1082.36,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,320b215d66bc6553663f30fa054cabf9,1335922658,42.795639,-93.038723,1,0.469776815
3650,1/3/2019 2:51,2.13E+14,fraud_Conroy-Cruickshank,3,126.63,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",9/1/1956,9f002d1849531c49f43e4bed681870dc,1325559071,43.587081,-124.667202,0,0.313044352
277,1/1/2019 3:37,2.72001E+15,fraud_Corwin-Collins,3,67.36,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,8/18/1980,61a1d0c9a372d3fb750096c4d19b90c8,1325389024,44.088943,-102.74046,0,0.594834871
4182,1/3/2019 14:43,2.13E+14,fraud_Dooley Inc,13,3.38,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",3/18/2004,cc6fe87a091d461bab6f0a9eeb0f60e5,1325601783,42.057013,-87.98191,0,0.805712896
1102,1/1/2019 13:31,3.5433E+15,fraud_Ernser-Lynch,2,45.29,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",10/19/1977,cd259a57fe1910de56faf6da7382ecc9,1325424680,37.309526,-81.388197,0,0.850246275
4545,1/3/2019 20:40,2.13E+14,fraud_Weimann-Lockman,8,12.32,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1/15/1951,361ee32b7254ad983860feb3323daaa7,1325623207,40.883867,-123.013045,0,0.322752775
784347,12/1/2019 2:40,4.8004E+15,"fraud_Morissette, Weber and Wiegand",4,14.31,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),4/2/2028,f9445e300d3d939b2e5be34562cc0ae9,1354329606,41.333122,-97.701202,1,0.018884977
5075,1/4/2019 6:52,4.37734E+15,fraud_Kerluke PLC,9,4.79,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",4/19/1982,b2211fec57b64c8025baf9e9ed248fc6,1325659969,35.682267,-84.733467,0,0.647413805
1000354,2/14/2020 17:42,4.65727E+15,fraud_Macejkovic-Lesch,13,1013.9,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,9/7/1948,e07b8427da8933da49425eeb13be51ef,1360863724,30.921403,-84.825931,1,0.05880615
534,1/1/2019 6:56,3.56196E+15,fraud_Rempel Inc,12,87.84,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,3/3/1984,fab75b69140217baf9c1f402940fe0a1,1325400972,40.49526,-71.508465,0,0.219081725
598392,9/10/2019 23:25,2.13E+14,fraud_Halvorson Group,10,48.42,Willie,Jordan,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",8/8/1957,d715a49710b885a73abf6a89f0066eee,1347319530,32.608824,-93.426941,1,0.044194217
529068,8/16/2019 3:33,4.04444E+18,fraud_Boyer PLC,12,935.22,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,11/9/1970,50a40f49d51fdc57de67bcf46a2addc2,1345088006,40.039765,-84.969712,1,0.727381091
2760,1/2/2019 9:37,2.38346E+15,fraud_Erdman-Kertzmann,3,66.3,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,3/2/1956,8416fc036c338b55818178f1841d6d84,1325497033,43.657715,-70.042091,0,0.136581552
3499,1/2/2019 23:26,2.25492E+15,"fraud_Ritchie, Bradtke and Stiedemann",14,8.89,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,3/26/1976,66ec3e2105ec99cc987602e97fd6b791,1325546799,38.366068,-76.173096,0,0.776334812
12297,1/8/2019 2:33,3.42E+14,fraud_Doyle Ltd,5,327.26,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",6/19/1999,25c9ac5a9f7c80086c9f5352ef9a10c3,1325990014,36.985656,-76.563765,1,0.50532335
1023567,2/28/2020 2:56,4.06309E+18,"fraud_Swift, Bradtke and Marquardt",4,12.6,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",6/13/1963,64a48ef034c768df504801446e85eca3,1362020160,42.319998,-111.552248,1,0.334954667
3900,1/3/2019 9:23,6.01172E+15,fraud_Harris Inc,3,68.15,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,11/29/1981,8e6e862109e3ab86e8a92f54ff1d4652,1325582584,46.884079,-119.054925,0,0.566530644
212,1/1/2019 2:37,4.44953E+15,fraud_Schmitt Ltd,9,29.19,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,7/5/1954,d51dc2a26160f1425df51982c6d05257,1325385446,38.882246,-122.050228,0,0.694263422
5870,1/4/2019 19:15,3.77E+14,fraud_Kihn Inc,13,2.37,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,10/27/1974,88c7432c99f9c6ad16d0fc77de6f4f2d,1325704529,38.196095,-91.438926,0,0.230921883
3593,1/3/2019 1:27,2.13E+14,fraud_Koepp-Witting,5,55.18,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",3/18/2004,fea04b6c686efe52c6dfe877f37803de,1325554053,43.553976,-88.943139,0,0.189408036
5348,1/4/2019 12:24,6.76E+11,fraud_Kling-Ernser,1,116.59,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,3/13/1994,7d441eebd3e64595371af99d00c570d4,1325679860,40.449275,-74.94611,0,0.945096653
616169,9/19/2019 2:35,5.1549E+15,"fraud_Schmeler, Bashirian and Price",12,992.41,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,10/5/1993,8feaec8ae3806a426bb3284867deef61,1348022111,36.848713,-79.351789,1,0.014837261
603575,9/13/2019 22:26,3.59822E+15,fraud_Langworth LLC,11,18.38,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",10/21/1970,4dea55f6fbe5a5be754f05e16c5b6ccc,1347575165,41.058226,-73.124452,1,0.877625006
494584,8/3/2019 23:05,3.54757E+15,fraud_Kilback LLC,2,118.19,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",4/30/1962,afaece6d8f42c7de127aa3747246e1e1,1344035152,39.63113,-89.174154,1,0.841936195
2586,1/2/2019 4:55,4.34879E+15,"fraud_Bernier, Volkman and Hoeger",9,98.94,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1/8/1979,2855010a46ea8a52346c5bb66a80828c,1325480130,44.859211,-89.320467,0,0.889481086
3170,1/2/2019 17:52,3.50238E+15,fraud_Torphy-Kertzmann,6,6.3,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",11/30/1948,7dec3921921e15e8fcb02495132669db,1325526766,30.349795,-95.717806,0,0.528356513
3819,1/3/2019 7:28,2.13E+14,fraud_Schmidt and Sons,12,1.7,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1/15/1951,de83d0bc735107a9bacf014e51a6e0f9,1325575700,40.524806,-124.880822,0,0.707152778
1011449,2/21/2020 1:57,4.90663E+18,"fraud_Zieme, Bode and Dooley",3,10.65,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,2/13/1987,edde97e4271adcf014f3866e94779fae,1361411832,24.871284,-81.838295,1,0.276979682
141426,3/17/2019 22:34,4.35579E+18,"fraud_Streich, Dietrich and Barton",12,957.27,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,8/4/1969,2821b5b05791170a48701edf0d197856,1332023650,40.072351,-91.534573,1,0.711671087
799194,12/3/2019 23:53,3.04E+13,fraud_Reichel LLC,11,21.85,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,2/5/1982,7d88409d0a2d3e74a62d22076cd3c122,1354578794,34.934246,-96.179607,1,0.33839555
417859,7/7/2019 14:46,3.86E+13,"fraud_Weimann, Kuhic and Beahan",13,714.97,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,5/13/1968,8f648cf437d689847edfc8bfbbbf697b,1341672412,48.264202,-102.49632,1,0.737358555
5203,1/4/2019 9:33,2.65785E+15,"fraud_Hagenes, Kohler and Hoppe",2,160.33,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,11/1/1946,58f03f053362a63857df63ee447a3cae,1325669623,43.03259,-82.620249,0,0.734601449
895,1/1/2019 11:18,4.50E+12,fraud_Howe Ltd,10,5.75,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,4/7/1965,57431fbbfdf725df4b873d76d69ed521,1325416699,38.380924,-75.572266,0,0.801828524
48001,1/29/2019 1:39,3.73E+14,fraud_Murray-Smitham,5,285.88,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,11/30/1987,c191e8dcf3397bbb9145ea2b687edc14,1327801192,32.297113,-117.660065,1,0.494097746
144759,3/19/2019 1:05,4.37337E+18,fraud_Goodwin-Nitzsche,5,354,Hailey,Rhodes,F,337 Michael Harbors Suite 722,Michigan,ND,58259,48.0204,-98.1186,454,"Producer, television/film/video",7/29/1972,bae738c9cbeefa5d7177731970811d17,1332119109,48.862749,-98.433141,1,0.378696423
5211,1/4/2019 9:44,60490596305,fraud_Eichmann-Russel,10,78.03,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",5/19/1963,a6f24573c5a5beaa1dec8c6422e49500,1325670249,35.512523,-90.572578,0,0.145603304
2706,1/2/2019 8:04,3.57339E+15,"fraud_Terry, Johns and Bins",10,2.12,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,9856766b965fd48c53087e0bb8608168,1325491469,45.217226,-98.386922,0,0.234275864
942966,1/11/2020 23:53,6.01115E+15,"fraud_Reichert, Rowe and Mraz",12,1021.93,Jeffrey,White,M,8617 Holmes Terrace Suite 651,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",12/11/1979,c17ddc4480d0b3185a06d01c5d21abd0,1357948426,39.302537,-77.71329,1,0.047305562
69762,2/11/2019 2:44,3.47E+14,fraud_Vandervort-Funk,5,325.35,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",5/16/1973,de0aa44dfefe68d397836d5b90752fc4,1328928297,45.087558,-104.09532,1,0.461219452
5132,1/4/2019 8:07,4.97942E+15,fraud_Koepp-Witting,5,127.6,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,2/10/1935,600acf636052e43d365e0c581fcd476e,1325664452,41.671226,-99.513517,0,0.228365969
102230,2/28/2019 22:29,6.30E+11,fraud_Kozey-Boehm,12,1033.69,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,3/14/1970,efe2b9269f7bc32f0a5541377d003a84,1330554568,39.289074,-80.81133,1,0.817153408
654076,10/5/2019 22:24,3.54086E+15,fraud_Strosin-Cruickshank,5,328.72,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,11/16/1941,006f9e787453fd5578306116225e238c,1349475898,44.203374,-110.246206,1,0.610101418
937882,1/8/2020 19:50,6.76E+11,fraud_Bogisich Inc,5,281.01,Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,2/9/1968,1f88a2fdb2e70b2a53f2e5e940e317f6,1357674636,26.754293,-81.484525,1,0.01600669
2639,1/2/2019 6:13,2.13E+14,"fraud_Weimann, Kuhic and Beahan",13,17.17,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586,43.0397,-77.6871,10256,"Teacher, primary school",6/24/1968,d4563b9c54108da677c7ebac7912bf52,1325484831,42.463879,-77.375263,0,0.887148538
55413,2/2/2019 23:09,5.58056E+15,fraud_Kassulke PLC,12,955.85,Stanley,Dickson,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,6/21/1990,3d5dd53b18484ac7e58316c2d32609d3,1328224186,39.315167,-79.551557,1,0.889409495
1430,1/1/2019 15:55,4.56137E+15,fraud_Schulist Ltd,2,17.13,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,11/1/1988,ae31520fce136ea6579d401fd1636da0,1325433351,35.383983,-81.704653,0,0.424119406
5682,1/4/2019 16:51,4.04444E+18,fraud_Kihn-Fritsch,2,47.17,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,11/9/1970,92db88ef28346955cd8b78ce94a48312,1325695875,40.536151,-84.017505,0,0.99863109
1853,1/1/2019 19:18,4.16976E+15,"fraud_Hintz, Bauch and Smith",6,73.76,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,2/15/1972,8536e75b21375652a4d480bf71aa1305,1325445498,40.383704,-76.265172,0,0.677954351
74634,2/13/2019 9:19,4.20424E+15,fraud_Bailey-Morar,5,285.18,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1/10/1996,9ad65403678cbabe594bf6e19efdbf3a,1329124769,37.932916,-89.500118,1,0.075774581
2082,1/1/2019 21:15,2.13E+14,fraud_Thompson-Gleason,6,105.41,Megan,Fernandez,F,77127 Paul Station Apt. 495,Woods Cross,UT,84087,40.8874,-111.9027,13983,Insurance broker,8/14/1979,b62d4562406a8ca35cd68bc6bbadd8d6,1325452528,40.875203,-112.519297,0,0.527399218
1452,1/1/2019 16:02,3.79E+14,"fraud_McCullough, Hudson and Schuster",2,2.98,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,5/1/1986,9e042a0bc1979b6818799cbf74b251d4,1325433728,35.95288,-98.950654,0,0.667394746
21942,1/14/2019 2:52,1.80E+14,fraud_Eichmann-Russel,10,7.24,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1/5/1972,a93d07e0e9c40f29f31c55ff30eabbab,1326509568,31.427686,-88.056135,1,0.362803723
33566,1/20/2019 23:04,4.22E+12,"fraud_Heathcote, Yost and Kertzmann",12,904.58,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1/20/1960,f805ba62dd3f54ba0c2710b5ea5dec4a,1327100673,43.735688,-83.939104,1,0.541345388
2801,1/2/2019 10:33,3.50238E+15,fraud_Emard Inc,3,97.34,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",11/30/1948,1d438251bd74c32bbec226e6551ddab8,1325500437,31.219624,-94.792535,0,0.355690828
1030432,3/2/2020 22:27,4.18183E+18,"fraud_Feil, Hilpert and Koss",2,111.61,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",9/6/1988,54605a1bbc2b44be010dc06f0be5e575,1362263224,37.558597,-105.508872,1,0.865559999
395990,6/29/2019 23:55,3.57651E+15,fraud_Conroy Ltd,13,983.93,Leah,Garner,F,147 Mckinney Run Apt. 743,Ehrhardt,SC,29081,33.1044,-81.0221,1352,"Engineer, materials",10/8/1992,35292fc8e21fcb7e029a4cef0a8bcaa5,1341014142,32.902037,-80.304815,1,0.966289215
276035,5/16/2019 20:08,6.52438E+15,"fraud_Heathcote, Yost and Kertzmann",12,964.17,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",12/5/1952,402a11271336d3dac53ab63c97e31887,1337198893,34.766076,-87.913405,1,0.698957483
905692,12/28/2019 9:16,4.71574E+18,fraud_Hackett-Lueilwitz,5,279.46,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,3/30/1941,ea3677d64de037b419bfe0ca6217b014,1356686183,36.312266,-95.826075,1,0.587028145
4240,1/3/2019 15:33,2.28881E+15,fraud_Goyette-Gerhold,8,82.97,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,8/29/1981,50f0240d91b080956ef272e8a322495f,1325604793,41.142234,-74.770608,0,0.463995899
961138,1/22/2020 3:45,3.54283E+15,fraud_Doyle Ltd,5,280.51,Eric,Dunn,M,5560 Arnold Port Suite 880,Marshall,WI,53559,43.1636,-89.0753,6063,Risk analyst,2/21/1960,90c244d34b2fe29af715f44d46af6b34,1358826348,42.27424,-88.333596,1,0.651347377
